brand_id,track_id,added_by,added_at
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,002ab4e3-a2a1-412e-8c6a-803729074134,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,00d37d6b-6e59-4d93-a375-c0bdc92e348e,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,016f1a0c-a56a-42d8-ad00-a3bd60bb30f8,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,019b24de-77d3-48a4-be05-30cab8333b2f,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,01aa98e2-7aeb-424c-be5c-6226bad024e1,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,01e7c050-0e30-4342-b251-0e8a3f1a617c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,02427025-746b-4f9a-8eae-00bb40c79293,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,02630354-0f27-4575-ba8c-0cf887a64e57,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,02cca7cd-85a4-41d5-ac20-3f6f550d15e9,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,02e7caf6-39b8-426f-8f14-94230acf7364,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,03ff47fb-1991-4086-a1a7-d02018dd40c1,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0402885c-1de9-4cd8-91b4-56f6f9da7a54,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,04233d57-a19d-4b93-94f2-a82a937ce6cf,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,04ea94b4-a0b9-44c5-a71d-1d14f527e8ea,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,04ff28ed-a37c-46db-b005-c3fbe2634aa2,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,05120bb2-0a0f-4012-9e68-aac5abc86146,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,05532179-5173-4e45-b2a8-23f63d4379ef,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,05ecff60-6a42-43e7-aace-ce55c98e93bf,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,061620ea-f63d-4ae5-8bd3-54ec6aa32f2a,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,06750911-95d2-4276-8be7-9b1d0aa3bf55,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0694042b-9897-4db0-b91e-83242b3994de,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,070b0b66-ac14-48ec-b1e0-db3c71d0c7fa,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,07964a0e-7d34-4968-aea3-9017ffe61db8,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,07d10bd5-2119-40d2-84aa-0d3cdd4221bf,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,07f0b9c8-ab51-458f-bd8c-e0a21ac98cca,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,081b1c85-7d75-4bad-854e-07626c9fcc84,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,084a479c-1bed-407c-8594-e983127c1866,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,08aebaf3-9a00-4567-8e5f-026cff61aab2,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,093bc885-c67f-469d-a195-02f03a58d2c7,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0994f0de-8c49-43c7-a3b5-f23740c0247b,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,09b45e9f-ec53-4e5c-91ca-74b94149a44a,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,09fd0076-9b6d-4ef4-bc82-f2547bf60533,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0a696c31-aace-4aa1-b4aa-bc0dd4ae568f,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0a99f501-ae28-49b1-94c8-ac8a42a223fd,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0aa8bd58-ea86-41c3-98f4-7d4c98561df2,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0aef7d77-1894-4187-96c6-fc426ae82fb3,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0b02db75-36a7-44b0-b42b-ac6f672692a8,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0b7bff5f-0036-4741-a570-1e2b65b9659b,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0ba1366a-a376-4898-8141-d0f54c0418c0,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0c1d6051-1099-481f-98d9-1d9c6b04abc9,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0cafd460-44bd-4040-a059-5e91716e7ad0,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0cc54832-584f-450f-b067-c0839f20a61c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0d6c5c0f-82c4-4915-9f61-08ec56402ced,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0e2f3fe7-b471-4c5f-8b34-144a56e51651,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0ea33c1f-e3da-42e0-9207-6eb1acfe6b8e,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0f4384ac-8770-42c8-8f20-09fbd5c16f09,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0f5b8d9a-52dd-4e79-aae3-a1de41e412ea,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0f904a74-382c-4927-92ae-b4a0ef5c3c02,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,0fd0e2ad-3563-446d-84f9-6c4266c15fe9,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,104dd78a-81ce-4635-a4cc-9917a3cd382d,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,106e8b3b-225c-46ed-b220-d6df8137bcc5,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,10b55493-4849-4fdf-b808-c32dd7e4fb1e,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,10b818c1-25f2-4c4d-bc60-63cd576b5879,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,10c17857-1c35-4d10-b2f6-ee42e9092b38,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,110f0c8a-3fe5-4e97-9d36-981fe5dc6156,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,11133485-10b7-445e-a7bd-9e6b1b30f078,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1146f7a1-bd3a-4474-aa9d-84dd2fc4954c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1167e6c2-b590-48a5-8bcf-c0864e9df65a,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,118f3717-e5c8-44c5-a369-5554792eda0c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,119781a6-e712-4974-a7ce-11329a052183,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,122024f5-ec73-468c-8a91-948d746ae022,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,12999b9f-9681-4f43-afd6-ce684ad33158,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,12e5c9c9-49c5-4cb4-9540-ff74eea63256,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,12f3df1f-4a0b-4fa7-81a7-d144d46ab74d,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,130d59d3-8258-4219-919a-d39c90026020,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1365b30c-ca7a-41a5-9938-78e7a5b401b4,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,138875f3-640a-4ac1-a6a8-284ad9f44747,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1391506a-94fd-4874-ba9e-52e0b423154c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,14854173-1653-4391-a103-946446a9d21b,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,14d966e9-d937-4321-b8dd-21dc4d53d288,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,14f4d6ad-48bc-493e-b839-3713ced8a909,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1590393d-d6c2-4d47-b16b-74c98137e356,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,159e2473-091f-4384-a607-3b87d2b22f07,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,15ded930-355b-4900-907b-14480bff7359,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,15f0f737-bd03-4195-bb70-7016f9fb6c33,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1768be33-7fd0-43a5-9c65-91d5c2cad45e,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,17910e7d-bf75-45c4-9d1e-995a779f21de,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,17ea1a4b-381c-4dee-97cf-96f654caa5d5,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,18d2e109-4ac7-4f2c-a181-688c8b6e48f1,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,19e52576-c5e3-42d3-85c7-d740ac8df2ee,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1a50bfeb-2e2b-430f-8f9d-415b8e7f8e51,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1a68747e-fd06-4960-9e3d-a1d20aaff02a,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1a8df5b6-e469-44a8-8320-774752fc5b4d,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1ac9066d-7beb-4b71-a777-c3cafa67e85c,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1b0db1ac-7bb8-4ce6-9aa1-7a57193d381e,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1b25869f-27e5-413b-b065-1c92360b2260,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1b3a6da5-f66a-4927-ad41-78f4a4e60df6,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1ba9b4a8-76c8-49ae-b222-4d36618f3cce,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1bde7fbd-d322-4608-9682-5f3acfb5a631,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1c00866d-98a6-4143-a7c7-51f5b6e8d277,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1ca6d894-3d48-4140-93f6-a65b02b2376d,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1d713e5f-467a-44ee-b57b-30ea69600117,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1e119abf-4c55-45ad-a59a-e62961781471,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1e5e27f8-79fb-41b8-a59e-97601560123b,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1ec56433-7caa-43cd-a437-5ae0b87964aa,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1edc71bc-9c7e-4267-ada1-b61f442a9d6d,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1f1776e5-f54e-4635-9f30-8b93cf0e92f8,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1f9212e4-cbb9-43ac-8be8-4c5fd0c6742f,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1f93efa6-9e89-4b27-8e03-6629959ddeed,,2026-01-20 14:07:41.045039+00
5e6b1b5c-76b9-47bc-8329-24df844c5ca4,1fb1915c-7fa9-4274-807d-b22e1e678e0e,,2026-01-20 14:07:41.045039+00